aab aba abb
C1	64.47	63.6	64.04
C2	35.17	34.57	34.33
C3	23.32	23.28	23.75
C4	34.24	32.38	34.49
C5	74.31	73.82	76.02
C6	72.43	74.11	70.57
C7	76.19	72.18	73.35
C8	35.77	34.04	36.15



C9	22.19	21.72	21.13



C10	13.9	14.34	14.43




H1	3.48	3.54	3.55
H5	3.8	3.84	3.65
H6	3.15	3.53	3.25
H7	3.62	3.67	3.79
H10	1.06	1.02	1.03








